ID,BattingTeam,total_score,city,extras,season
335982,Royal Challengers Bangalore,82,Bangalore,19,2007/08
335982,Kolkata Knight Riders,222,Bangalore,17,2007/08
335983,Kings XI Punjab,207,Chandigarh,11,2007/08
335983,Chennai Super Kings,240,Chandigarh,6,2007/08
335984,Rajasthan Royals,129,Delhi,7,2007/08
335984,Delhi Daredevils,132,Delhi,10,2007/08
335985,Royal Challengers Bangalore,166,Mumbai,5,2007/08
335985,Mumbai Indians,165,Mumbai,11,2007/08
335986,Deccan Chargers,110,Kolkata,10,2007/08
335986,Kolkata Knight Riders,112,Kolkata,28,2007/08
335987,Kings XI Punjab,166,Jaipur,4,2007/08
335987,Rajasthan Royals,168,Jaipur,12,2007/08
335988,Deccan Chargers,142,Hyderabad,5,2007/08
335988,Delhi Daredevils,143,Hyderabad,12,2007/08
335989,Mumbai Indians,202,Chennai,13,2007/08
335989,Chennai Super Kings,208,Chennai,18,2007/08
335990,Rajasthan Royals,217,Hyderabad,7,2007/08
335990,Deccan Chargers,214,Hyderabad,6,2007/08
335991,Kings XI Punjab,182,Chandigarh,7,2007/08
335991,Mumbai Indians,116,Chandigarh,7,2007/08
335992,Rajasthan Royals,138,Bangalore,3,2007/08
335992,Royal Challengers Bangalore,135,Bangalore,6,2007/08
335993,Kolkata Knight Riders,147,Chennai,8,2007/08
335993,Chennai Super Kings,152,Chennai,18,2007/08
335994,Mumbai Indians,154,Mumbai,11,2007/08
335994,Deccan Chargers,155,Mumbai,9,2007/08
335995,Kings XI Punjab,162,Chandigarh,9,2007/08
335995,Delhi Daredevils,158,Chandigarh,11,2007/08
335996,Royal Challengers Bangalore,165,Bangalore,7,2007/08
335996,Chennai Super Kings,178,Bangalore,4,2007/08
335997,Kolkata Knight Riders,137,Kolkata,13,2007/08
335997,Mumbai Indians,138,Kolkata,15,2007/08
335998,Royal Challengers Bangalore,181,Delhi,12,2007/08
335998,Delhi Daredevils,191,Delhi,4,2007/08
335999,Deccan Chargers,164,Hyderabad,4,2007/08
335999,Kings XI Punjab,167,Hyderabad,6,2007/08
336000,Kolkata Knight Riders,151,Jaipur,12,2007/08
336000,Rajasthan Royals,196,Jaipur,14,2007/08
336001,Chennai Super Kings,169,Chennai,7,2007/08
336001,Delhi Daredevils,172,Chennai,6,2007/08
336002,Royal Challengers Bangalore,171,Hyderabad,3,2007/08
336002,Deccan Chargers,165,Hyderabad,13,2007/08
336003,Kolkata Knight Riders,169,Chandigarh,7,2007/08
336003,Kings XI Punjab,178,Chandigarh,14,2007/08
336004,Mumbai Indians,162,Mumbai,10,2007/08
336004,Delhi Daredevils,133,Mumbai,4,2007/08
336005,Chennai Super Kings,109,Jaipur,7,2007/08
336005,Rajasthan Royals,110,Jaipur,21,2007/08
336006,Royal Challengers Bangalore,126,Bangalore,10,2007/08
336006,Kings XI Punjab,127,Bangalore,17,2007/08
336007,Chennai Super Kings,144,Chennai,10,2007/08
336007,Deccan Chargers,148,Chennai,5,2007/08
336008,Rajasthan Royals,103,Mumbai,7,2007/08
336008,Mumbai Indians,104,Mumbai,12,2007/08
336009,Chennai Super Kings,188,Delhi,11,2007/08
336009,Delhi Daredevils,187,Delhi,12,2007/08
336010,Royal Challengers Bangalore,124,Kolkata,6,2007/08
336010,Kolkata Knight Riders,129,Kolkata,5,2007/08
336011,Rajasthan Royals,141,Jaipur,11,2007/08
336011,Deccan Chargers,140,Jaipur,6,2007/08
336012,Royal Challengers Bangalore,122,Bangalore,11,2007/08
336012,Mumbai Indians,126,Bangalore,13,2007/08
336013,Kings XI Punjab,163,Chennai,3,2007/08
336013,Chennai Super Kings,181,Chennai,15,2007/08
336014,Kolkata Knight Riders,204,Hyderabad,5,2007/08
336014,Deccan Chargers,181,Hyderabad,16,2007/08
336015,Rajasthan Royals,159,Jaipur,17,2007/08
336015,Delhi Daredevils,156,Jaipur,11,2007/08
336016,Royal Challengers Bangalore,143,Chandigarh,15,2007/08
336016,Kings XI Punjab,144,Chandigarh,9,2007/08
336017,Kolkata Knight Riders,133,Kolkata,11,2007/08
336017,Delhi Daredevils,110,Kolkata,8,2007/08
336018,Chennai Super Kings,156,Mumbai,12,2007/08
336018,Mumbai Indians,158,Mumbai,16,2007/08
336019,Rajasthan Royals,180,Chandigarh,4,2007/08
336019,Kings XI Punjab,221,Chandigarh,5,2007/08
336020,Deccan Chargers,182,Delhi,3,2007/08
336020,Delhi Daredevils,194,Delhi,8,2007/08
336021,Kolkata Knight Riders,67,Mumbai,8,2007/08
336021,Mumbai Indians,68,Mumbai,10,2007/08
336022,Kings XI Punjab,94,Delhi,4,2007/08
336022,Delhi Daredevils,118,Delhi,10,2007/08
336023,Royal Challengers Bangalore,132,Jaipur,6,2007/08
336023,Rajasthan Royals,197,Jaipur,26,2007/08
336024,Deccan Chargers,153,Hyderabad,8,2007/08
336024,Mumbai Indians,178,Hyderabad,20,2007/08
336025,Kolkata Knight Riders,149,Kolkata,13,2007/08
336025,Chennai Super Kings,55,Kolkata,4,2007/08
336026,Royal Challengers Bangalore,154,Bangalore,9,2007/08
336026,Delhi Daredevils,158,Bangalore,12,2007/08
336027,Kolkata Knight Riders,147,Kolkata,5,2007/08
336027,Rajasthan Royals,150,Kolkata,7,2007/08
336028,Mumbai Indians,188,Mumbai,23,2007/08
336028,Kings XI Punjab,189,Mumbai,12,2007/08
336029,Royal Challengers Bangalore,126,Chennai,4,2007/08
336029,Chennai Super Kings,112,Chennai,12,2007/08
336031,Deccan Chargers,175,Chandigarh,5,2007/08
336031,Kings XI Punjab,178,Chandigarh,8,2007/08
336032,Mumbai Indians,176,Delhi,9,2007/08
336032,Delhi Daredevils,179,Delhi,3,2007/08
336033,Rajasthan Royals,211,Chennai,7,2007/08
336033,Chennai Super Kings,201,Chennai,9,2007/08
336034,Royal Challengers Bangalore,156,Bangalore,5,2007/08
336034,Deccan Chargers,153,Bangalore,6,2007/08
336035,Kolkata Knight Riders,175,Kolkata,9,2007/08
336035,Kings XI Punjab,174,Kolkata,11,2007/08
336036,Rajasthan Royals,146,Jaipur,16,2007/08
336036,Mumbai Indians,145,Jaipur,13,2007/08
336037,Deccan Chargers,147,Hyderabad,16,2007/08
336037,Chennai Super Kings,148,Hyderabad,11,2007/08
336038,Rajasthan Royals,192,Mumbai,4,2007/08
336038,Delhi Daredevils,87,Mumbai,7,2007/08
336039,Kings XI Punjab,112,Mumbai,4,2007/08
336039,Chennai Super Kings,116,Mumbai,4,2007/08
336040,Rajasthan Royals,164,Mumbai,14,2007/08
336040,Chennai Super Kings,163,Mumbai,7,2007/08
392181,Mumbai Indians,165,Cape Town,3,2009
392181,Chennai Super Kings,146,Cape Town,9,2009
392182,Royal Challengers Bangalore,133,Cape Town,4,2009
392182,Rajasthan Royals,58,Cape Town,9,2009
392183,Kings XI Punjab,104,Cape Town,8,2009
392183,Delhi Daredevils,58,Cape Town,5,2009
392184,Kolkata Knight Riders,101,Cape Town,5,2009
392184,Deccan Chargers,104,Cape Town,2,2009
392185,Royal Challengers Bangalore,87,Port Elizabeth,5,2009
392185,Chennai Super Kings,179,Port Elizabeth,13,2009
392186,Kings XI Punjab,158,Durban,12,2009
392186,Kolkata Knight Riders,79,Durban,4,2009
392188,Royal Challengers Bangalore,160,Cape Town,7,2009
392188,Deccan Chargers,184,Cape Town,9,2009
392189,Chennai Super Kings,180,Durban,15,2009
392189,Delhi Daredevils,189,Durban,1,2009
392190,Rajasthan Royals,168,Cape Town,10,2009
392190,Kolkata Knight Riders,165,Cape Town,19,2009
392191,Kings XI Punjab,173,Durban,13,2009
392191,Royal Challengers Bangalore,168,Durban,8,2009
392192,Mumbai Indians,156,Durban,13,2009
392192,Deccan Chargers,168,Durban,14,2009
392194,Royal Challengers Bangalore,149,Port Elizabeth,11,2009
392194,Delhi Daredevils,150,Port Elizabeth,4,2009
392195,Kings XI Punjab,139,Cape Town,13,2009
392195,Rajasthan Royals,112,Cape Town,10,2009
392196,Chennai Super Kings,165,Durban,7,2009
392196,Deccan Chargers,169,Durban,10,2009
392197,Kolkata Knight Riders,95,Port Elizabeth,4,2009
392197,Mumbai Indians,187,Port Elizabeth,9,2009
392198,Delhi Daredevils,143,Centurion,5,2009
392198,Rajasthan Royals,147,Centurion,9,2009
392199,Royal Challengers Bangalore,143,Durban,9,2009
392199,Kolkata Knight Riders,139,Durban,9,2009
392200,Kings XI Punjab,119,Durban,17,2009
392200,Mumbai Indians,116,Durban,11,2009
392201,Deccan Chargers,148,Centurion,11,2009
392201,Delhi Daredevils,150,Centurion,12,2009
392202,Rajasthan Royals,126,Centurion,8,2009
392202,Chennai Super Kings,164,Centurion,5,2009
392203,Mumbai Indians,148,East London,13,2009
392203,Kolkata Knight Riders,139,East London,8,2009
392204,Kings XI Punjab,137,Durban,13,2009
392204,Royal Challengers Bangalore,145,Durban,6,2009
392205,Rajasthan Royals,142,Port Elizabeth,7,2009
392205,Deccan Chargers,141,Port Elizabeth,7,2009
392206,Delhi Daredevils,145,Johannesburg,3,2009
392206,Chennai Super Kings,163,Johannesburg,9,2009
392207,Kings XI Punjab,154,Port Elizabeth,10,2009
392207,Kolkata Knight Riders,153,Port Elizabeth,7,2009
392208,Mumbai Indians,149,Johannesburg,6,2009
392208,Royal Challengers Bangalore,150,Johannesburg,8,2009
392209,Chennai Super Kings,178,East London,10,2009
392209,Deccan Chargers,100,East London,7,2009
392210,Kings XI Punjab,133,Durban,19,2009
392210,Rajasthan Royals,211,Durban,4,2009
392211,Kolkata Knight Riders,154,Durban,4,2009
392211,Delhi Daredevils,157,Durban,8,2009
392212,Mumbai Indians,126,Centurion,3,2009
392212,Deccan Chargers,145,Centurion,9,2009
392213,Rajasthan Royals,107,Centurion,3,2009
392213,Royal Challengers Bangalore,105,Centurion,5,2009
392214,Kings XI Punjab,174,Centurion,6,2009
392214,Chennai Super Kings,185,Centurion,6,2009
392215,Mumbai Indians,116,East London,13,2009
392215,Delhi Daredevils,118,East London,6,2009
392216,Kings XI Punjab,169,Kimberley,9,2009
392216,Deccan Chargers,168,Kimberley,7,2009
392217,Rajasthan Royals,140,Kimberley,7,2009
392217,Chennai Super Kings,141,Kimberley,10,2009
392218,Royal Challengers Bangalore,141,Port Elizabeth,14,2009
392218,Mumbai Indians,157,Port Elizabeth,7,2009
392219,Kolkata Knight Riders,123,Johannesburg,8,2009
392219,Delhi Daredevils,125,Johannesburg,13,2009
392220,Rajasthan Royals,113,Kimberley,4,2009
392220,Deccan Chargers,166,Kimberley,2,2009
392221,Kolkata Knight Riders,173,Centurion,9,2009
392221,Royal Challengers Bangalore,176,Centurion,9,2009
392222,Kings XI Punjab,119,Centurion,18,2009
392222,Mumbai Indians,122,Centurion,6,2009
392223,Deccan Chargers,161,Durban,8,2009
392223,Delhi Daredevils,173,Durban,12,2009
392224,Royal Challengers Bangalore,132,Durban,8,2009
392224,Chennai Super Kings,129,Durban,4,2009
392225,Rajasthan Royals,145,Durban,7,2009
392225,Mumbai Indians,143,Durban,18,2009
392226,Delhi Daredevils,120,Bloemfontein,14,2009
392226,Kings XI Punjab,123,Bloemfontein,9,2009
392227,Mumbai Indians,147,Port Elizabeth,5,2009
392227,Chennai Super Kings,151,Port Elizabeth,26,2009
392228,Kolkata Knight Riders,160,Johannesburg,7,2009
392228,Deccan Chargers,166,Johannesburg,7,2009
392229,Kings XI Punjab,134,Johannesburg,7,2009
392229,Deccan Chargers,133,Johannesburg,5,2009
392230,Rajasthan Royals,136,Bloemfontein,13,2009
392230,Delhi Daredevils,150,Bloemfontein,5,2009
392231,Kolkata Knight Riders,189,Centurion,5,2009
392231,Chennai Super Kings,188,Centurion,20,2009
392232,Delhi Daredevils,134,Johannesburg,3,2009
392232,Royal Challengers Bangalore,135,Johannesburg,3,2009
392233,Rajasthan Royals,101,Durban,5,2009
392233,Kolkata Knight Riders,102,Durban,5,2009
392234,Kings XI Punjab,92,Durban,6,2009
392234,Chennai Super Kings,116,Durban,7,2009
392235,Mumbai Indians,165,Centurion,24,2009
392235,Delhi Daredevils,166,Centurion,9,2009
392236,Royal Challengers Bangalore,170,Centurion,2,2009
392236,Deccan Chargers,158,Centurion,13,2009
392237,Delhi Daredevils,153,Centurion,10,2009
392237,Deccan Chargers,154,Centurion,6,2009
392238,Royal Challengers Bangalore,149,Johannesburg,5,2009
392238,Chennai Super Kings,146,Johannesburg,6,2009
392239,Royal Challengers Bangalore,137,Johannesburg,10,2009
392239,Deccan Chargers,143,Johannesburg,8,2009
419106,Kolkata Knight Riders,161,Mumbai,15,2009/10
419106,Deccan Chargers,150,Mumbai,12,2009/10
419107,Mumbai Indians,212,Mumbai,16,2009/10
419107,Rajasthan Royals,208,Mumbai,5,2009/10
419108,Kings XI Punjab,142,Chandigarh,13,2009/10
419108,Delhi Daredevils,146,Chandigarh,7,2009/10
419109,Kolkata Knight Riders,136,Kolkata,6,2009/10
419109,Royal Challengers Bangalore,135,Kolkata,5,2009/10
419110,Chennai Super Kings,159,Chennai,3,2009/10
419110,Deccan Chargers,190,Chennai,16,2009/10
419111,Rajasthan Royals,141,Ahmedabad,5,2009/10
419111,Delhi Daredevils,142,Ahmedabad,9,2009/10
419112,Royal Challengers Bangalore,204,Bangalore,10,2009/10
419112,Kings XI Punjab,203,Bangalore,13,2009/10
419113,Chennai Super Kings,164,Kolkata,3,2009/10
419113,Kolkata Knight Riders,109,Kolkata,8,2009/10
419114,Mumbai Indians,218,Delhi,17,2009/10
419114,Delhi Daredevils,120,Delhi,11,2009/10
419115,Rajasthan Royals,92,Bangalore,7,2009/10
419115,Royal Challengers Bangalore,93,Bangalore,7,2009/10
419116,Chennai Super Kings,190,Delhi,10,2009/10
419116,Delhi Daredevils,185,Delhi,10,2009/10
419117,Deccan Chargers,170,Cuttack,1,2009/10
419117,Kings XI Punjab,164,Cuttack,12,2009/10
419118,Rajasthan Royals,168,Ahmedabad,8,2009/10
419118,Kolkata Knight Riders,134,Ahmedabad,5,2009/10
419119,Mumbai Indians,151,Mumbai,14,2009/10
419119,Royal Challengers Bangalore,155,Mumbai,2,2009/10
419120,Delhi Daredevils,161,Cuttack,4,2009/10
419120,Deccan Chargers,171,Cuttack,2,2009/10
419121,Kings XI Punjab,146,Chennai,4,2009/10
419121,Chennai Super Kings,145,Chennai,13,2009/10
419122,Kolkata Knight Riders,155,Mumbai,15,2009/10
419122,Mumbai Indians,156,Mumbai,4,2009/10
419123,Chennai Super Kings,135,Bangalore,11,2009/10
419123,Royal Challengers Bangalore,171,Bangalore,14,2009/10
419124,Kings XI Punjab,152,Chandigarh,6,2009/10
419124,Rajasthan Royals,183,Chandigarh,10,2009/10
419125,Mumbai Indians,181,Mumbai,14,2009/10
419125,Chennai Super Kings,180,Mumbai,14,2009/10
419126,Rajasthan Royals,151,Ahmedabad,11,2009/10
419126,Deccan Chargers,148,Ahmedabad,11,2009/10
419127,Kings XI Punjab,144,Chandigarh,6,2009/10
419127,Kolkata Knight Riders,183,Chandigarh,18,2009/10
419128,Royal Challengers Bangalore,166,Bangalore,16,2009/10
419128,Delhi Daredevils,183,Bangalore,8,2009/10
419129,Chennai Super Kings,160,Ahmedabad,6,2009/10
419129,Rajasthan Royals,177,Ahmedabad,3,2009/10
419130,Deccan Chargers,131,Mumbai,11,2009/10
419130,Mumbai Indians,172,Mumbai,10,2009/10
419131,Kolkata Knight Riders,137,Delhi,11,2009/10
419131,Delhi Daredevils,177,Delhi,4,2009/10
419132,Kings XI Punjab,163,Mumbai,21,2009/10
419132,Mumbai Indians,164,Mumbai,17,2009/10
419133,Chennai Super Kings,162,Chennai,10,2009/10
419133,Royal Challengers Bangalore,161,Chennai,5,2009/10
419134,Rajasthan Royals,121,Delhi,3,2009/10
419134,Delhi Daredevils,188,Delhi,13,2009/10
419135,Kolkata Knight Riders,181,Kolkata,14,2009/10
419135,Deccan Chargers,157,Kolkata,7,2009/10
419136,Royal Challengers Bangalore,184,Chandigarh,10,2009/10
419136,Kings XI Punjab,181,Chandigarh,11,2009/10
419137,Rajasthan Royals,223,Chennai,15,2009/10
419137,Chennai Super Kings,246,Chennai,6,2009/10
419138,Deccan Chargers,115,Mumbai,7,2009/10
419138,Mumbai Indians,178,Mumbai,7,2009/10
419139,Kolkata Knight Riders,200,Kolkata,13,2009/10
419139,Kings XI Punjab,204,Kolkata,5,2009/10
419140,Royal Challengers Bangalore,147,Delhi,2,2009/10
419140,Delhi Daredevils,184,Delhi,8,2009/10
419141,Rajasthan Royals,159,Nagpur,12,2009/10
419141,Deccan Chargers,157,Nagpur,10,2009/10
419142,Chennai Super Kings,165,Chennai,18,2009/10
419142,Mumbai Indians,141,Chennai,14,2009/10
419143,Rajasthan Royals,157,Jaipur,9,2009/10
419143,Kings XI Punjab,153,Jaipur,9,2009/10
419144,Delhi Daredevils,167,Kolkata,9,2009/10
419144,Kolkata Knight Riders,181,Kolkata,7,2009/10
419145,Royal Challengers Bangalore,184,Bangalore,15,2009/10
419145,Deccan Chargers,186,Bangalore,8,2009/10
419146,Kings XI Punjab,158,Chandigarh,4,2009/10
419146,Mumbai Indians,154,Chandigarh,4,2009/10
419147,Chennai Super Kings,138,Nagpur,8,2009/10
419147,Deccan Chargers,139,Nagpur,8,2009/10
419148,Kolkata Knight Riders,160,Bangalore,11,2009/10
419148,Royal Challengers Bangalore,162,Bangalore,11,2009/10
419149,Delhi Daredevils,111,Delhi,18,2009/10
419149,Kings XI Punjab,112,Delhi,6,2009/10
419150,Rajasthan Royals,137,Jaipur,8,2009/10
419150,Mumbai Indians,174,Jaipur,12,2009/10
419151,Royal Challengers Bangalore,138,Nagpur,13,2009/10
419151,Deccan Chargers,151,Nagpur,9,2009/10
419152,Mumbai Indians,183,Mumbai,10,2009/10
419152,Delhi Daredevils,144,Mumbai,8,2009/10
419153,Chennai Super Kings,143,Chennai,15,2009/10
419153,Kolkata Knight Riders,139,Chennai,20,2009/10
419154,Rajasthan Royals,130,Jaipur,8,2009/10
419154,Royal Challengers Bangalore,132,Jaipur,1,2009/10
419155,Chennai Super Kings,112,Chennai,8,2009/10
419155,Delhi Daredevils,113,Chennai,13,2009/10
419156,Deccan Chargers,178,Dharamsala,13,2009/10
419156,Kings XI Punjab,174,Dharamsala,8,2009/10
419157,Royal Challengers Bangalore,134,Bangalore,5,2009/10
419157,Mumbai Indians,191,Bangalore,15,2009/10
419158,Rajasthan Royals,132,Kolkata,3,2009/10
419158,Kolkata Knight Riders,133,Kolkata,7,2009/10
419159,Chennai Super Kings,195,Dharamsala,10,2009/10
419159,Kings XI Punjab,192,Dharamsala,5,2009/10
419160,Delhi Daredevils,134,Delhi,5,2009/10
419160,Deccan Chargers,145,Delhi,3,2009/10
419161,Mumbai Indians,133,Kolkata,6,2009/10
419161,Kolkata Knight Riders,135,Kolkata,16,2009/10
419162,Royal Challengers Bangalore,149,Mumbai,10,2009/10
419162,Mumbai Indians,184,Mumbai,13,2009/10
419163,Chennai Super Kings,142,Mumbai,16,2009/10
419163,Deccan Chargers,104,Mumbai,8,2009/10
419164,Deccan Chargers,82,Mumbai,4,2009/10
419164,Royal Challengers Bangalore,86,Mumbai,3,2009/10
419165,Mumbai Indians,146,Mumbai,12,2009/10
419165,Chennai Super Kings,168,Mumbai,11,2009/10
501198,Chennai Super Kings,153,Chennai,3,2011
501198,Kolkata Knight Riders,151,Chennai,8,2011
501199,Rajasthan Royals,141,Hyderabad,5,2011
501199,Deccan Chargers,137,Hyderabad,4,2011
501200,Royal Challengers Bangalore,162,Kochi,13,2011
501200,Kochi Tuskers Kerala,161,Kochi,11,2011
501201,Delhi Daredevils,95,Delhi,4,2011
501201,Mumbai Indians,99,Delhi,11,2011
501202,Kings XI Punjab,112,Mumbai,10,2011
501202,Pune Warriors,113,Mumbai,4,2011
501203,Deccan Chargers,154,Kolkata,9,2011
501203,Kolkata Knight Riders,163,Kolkata,10,2011
501204,Rajasthan Royals,152,Jaipur,12,2011
501204,Delhi Daredevils,151,Jaipur,9,2011
501205,Royal Challengers Bangalore,140,Bangalore,15,2011
501205,Mumbai Indians,143,Bangalore,3,2011
501206,Chennai Super Kings,188,Chandigarh,5,2011
501206,Kings XI Punjab,193,Chandigarh,1,2011
501207,Kochi Tuskers Kerala,148,Mumbai,11,2011
501207,Pune Warriors,151,Mumbai,11,2011
501208,Royal Challengers Bangalore,142,Hyderabad,8,2011
501208,Deccan Chargers,175,Hyderabad,7,2011
501209,Rajasthan Royals,159,Jaipur,19,2011
501209,Kolkata Knight Riders,160,Jaipur,4,2011
501210,Kochi Tuskers Kerala,184,Mumbai,11,2011
501210,Mumbai Indians,182,Mumbai,17,2011
501211,Chennai Super Kings,183,Chennai,4,2011
501211,Royal Challengers Bangalore,162,Chennai,9,2011
501212,Deccan Chargers,165,Hyderabad,5,2011
501212,Kings XI Punjab,166,Hyderabad,14,2011
501213,Delhi Daredevils,190,Mumbai,10,2011
501213,Pune Warriors,187,Mumbai,8,2011
501214,Rajasthan Royals,81,Kolkata,5,2011
501214,Kolkata Knight Riders,85,Kolkata,11,2011
501215,Chennai Super Kings,131,Kochi,3,2011
501215,Kochi Tuskers Kerala,135,Kochi,3,2011
501216,Delhi Daredevils,152,Delhi,13,2011
501216,Deccan Chargers,168,Delhi,5,2011
501218,Pune Warriors,118,Mumbai,12,2011
501218,Mumbai Indians,124,Mumbai,10,2011
501219,Kolkata Knight Riders,126,Kolkata,11,2011
501219,Kochi Tuskers Kerala,132,Kolkata,8,2011
501220,Rajasthan Royals,147,Chandigarh,2,2011
501220,Kings XI Punjab,195,Chandigarh,17,2011
501221,Chennai Super Kings,156,Mumbai,10,2011
501221,Mumbai Indians,164,Mumbai,14,2011
501222,Royal Challengers Bangalore,175,Kolkata,5,2011
501222,Kolkata Knight Riders,171,Kolkata,13,2011
501223,Delhi Daredevils,231,Delhi,16,2011
501223,Kings XI Punjab,202,Delhi,5,2011
501224,Deccan Chargers,135,Hyderabad,12,2011
501224,Mumbai Indians,172,Hyderabad,5,2011
501225,Rajasthan Royals,111,Jaipur,2,2011
501225,Kochi Tuskers Kerala,109,Jaipur,9,2011
501226,Chennai Super Kings,142,Chennai,4,2011
501226,Pune Warriors,117,Chennai,7,2011
501227,Delhi Daredevils,160,Delhi,13,2011
501227,Royal Challengers Bangalore,161,Delhi,18,2011
501228,Chennai Super Kings,145,Mumbai,8,2011
501228,Pune Warriors,141,Mumbai,5,2011
501229,Deccan Chargers,129,Kochi,7,2011
501229,Kochi Tuskers Kerala,74,Kochi,7,2011
501230,Kolkata Knight Riders,148,Delhi,8,2011
501230,Delhi Daredevils,131,Delhi,7,2011
501231,Rajasthan Royals,95,Jaipur,2,2011
501231,Mumbai Indians,94,Jaipur,7,2011
501232,Royal Challengers Bangalore,181,Bangalore,2,2011
501232,Pune Warriors,155,Bangalore,9,2011
501233,Kochi Tuskers Kerala,119,Kochi,8,2011
501233,Delhi Daredevils,157,Kochi,16,2011
501234,Kings XI Punjab,119,Kolkata,6,2011
501234,Kolkata Knight Riders,120,Kolkata,12,2011
501235,Rajasthan Royals,144,Jaipur,11,2011
501235,Pune Warriors,143,Jaipur,5,2011
501236,Chennai Super Kings,165,Chennai,9,2011
501236,Deccan Chargers,146,Chennai,5,2011
501237,Kings XI Punjab,136,Mumbai,12,2011
501237,Mumbai Indians,159,Mumbai,5,2011
501238,Delhi Daredevils,140,Delhi,7,2011
501238,Kochi Tuskers Kerala,141,Delhi,18,2011
501239,Deccan Chargers,149,Hyderabad,4,2011
501239,Kolkata Knight Riders,169,Hyderabad,10,2011
501240,Rajasthan Royals,147,Chennai,7,2011
501240,Chennai Super Kings,149,Chennai,4,2011
501241,Pune Warriors,139,Mumbai,10,2011
501241,Mumbai Indians,160,Mumbai,15,2011
501242,Kolkata Knight Riders,139,Kochi,3,2011
501242,Kochi Tuskers Kerala,156,Kochi,6,2011
501243,Delhi Daredevils,179,Hyderabad,10,2011
501243,Deccan Chargers,175,Hyderabad,10,2011
501244,Royal Challengers Bangalore,205,Bangalore,6,2011
501244,Kings XI Punjab,120,Bangalore,5,2011
501245,Chennai Super Kings,114,Kolkata,6,2011
501245,Kolkata Knight Riders,61,Kolkata,4,2011
501246,Delhi Daredevils,146,Mumbai,9,2011
501246,Mumbai Indians,178,Mumbai,6,2011
501247,Royal Challengers Bangalore,128,Bangalore,5,2011
501247,Kochi Tuskers Kerala,125,Bangalore,10,2011
501248,Kings XI Punjab,119,Chandigarh,4,2011
501248,Pune Warriors,120,Chandigarh,12,2011
501249,Rajasthan Royals,133,Jaipur,5,2011
501249,Chennai Super Kings,196,Jaipur,8,2011
501250,Deccan Chargers,136,Hyderabad,1,2011
501250,Pune Warriors,137,Hyderabad,3,2011
501251,Kings XI Punjab,163,Chandigarh,22,2011
501251,Mumbai Indians,87,Chandigarh,5,2011
501252,Rajasthan Royals,146,Jaipur,11,2011
501252,Royal Challengers Bangalore,151,Jaipur,4,2011
501253,Chennai Super Kings,176,Chennai,4,2011
501253,Delhi Daredevils,158,Chennai,14,2011
501254,Kochi Tuskers Kerala,178,Indore,23,2011
