ID,BattingTeam,total_score,city,extras,season
1175372,Royal Challengers Bangalore,205,Bangalore,5,2019
1175372,Kolkata Knight Riders,206,Bangalore,13,2019
1178393,Kings XI Punjab,138,Chennai,4,2019
1178393,Chennai Super Kings,160,Chennai,5,2019
1178394,Sunrisers Hyderabad,96,Hyderabad,6,2019
1178394,Mumbai Indians,136,Hyderabad,6,2019
1178395,Royal Challengers Bangalore,149,Bangalore,5,2019
1178395,Delhi Capitals,152,Bangalore,12,2019
1178396,Kolkata Knight Riders,140,Jaipur,11,2019
1178396,Rajasthan Royals,139,Jaipur,11,2019
1178397,Kings XI Punjab,151,Chandigarh,1,2019
1178397,Sunrisers Hyderabad,150,Chandigarh,8,2019
1178398,Kolkata Knight Riders,108,Chennai,4,2019
1178398,Chennai Super Kings,111,Chennai,8,2019
1178399,Mumbai Indians,198,Mumbai,12,2019
1178399,Kings XI Punjab,197,Mumbai,7,2019
1178400,Rajasthan Royals,151,Jaipur,7,2019
1178400,Chennai Super Kings,155,Jaipur,9,2019
1178401,Kolkata Knight Riders,178,Kolkata,5,2019
1178401,Delhi Capitals,180,Kolkata,3,2019
1178402,Rajasthan Royals,188,Mumbai,4,2019
1178402,Mumbai Indians,187,Mumbai,4,2019
1178403,Kings XI Punjab,173,Chandigarh,7,2019
1178403,Royal Challengers Bangalore,174,Chandigarh,1,2019
1178404,Kolkata Knight Riders,161,Kolkata,9,2019
1178404,Chennai Super Kings,162,Kolkata,2,2019
1178405,Sunrisers Hyderabad,116,Hyderabad,5,2019
1178405,Delhi Capitals,155,Hyderabad,9,2019
1178406,Royal Challengers Bangalore,171,Mumbai,8,2019
1178406,Mumbai Indians,172,Mumbai,6,2019
1178407,Rajasthan Royals,170,Chandigarh,10,2019
1178407,Kings XI Punjab,182,Chandigarh,12,2019
1178408,Sunrisers Hyderabad,137,Hyderabad,3,2019
1178408,Chennai Super Kings,132,Hyderabad,7,2019
1178409,Delhi Capitals,128,Delhi,8,2019
1178409,Mumbai Indians,168,Delhi,6,2019
1178410,Royal Challengers Bangalore,213,Kolkata,6,2019
1178410,Kolkata Knight Riders,203,Kolkata,16,2019
1178411,Rajasthan Royals,162,Jaipur,6,2019
1178411,Mumbai Indians,161,Jaipur,9,2019
1178412,Delhi Capitals,166,Delhi,11,2019
1178412,Kings XI Punjab,163,Delhi,5,2019
1178413,Kolkata Knight Riders,159,Hyderabad,5,2019
1178413,Sunrisers Hyderabad,161,Hyderabad,6,2019
1178414,Royal Challengers Bangalore,161,Bangalore,4,2019
1178414,Chennai Super Kings,160,Bangalore,12,2019
1178415,Delhi Capitals,193,Jaipur,1,2019
1178415,Rajasthan Royals,191,Jaipur,5,2019
1178416,Chennai Super Kings,176,Chennai,9,2019
1178416,Sunrisers Hyderabad,175,Chennai,4,2019
1178417,Royal Challengers Bangalore,202,Bangalore,11,2019
1178417,Kings XI Punjab,185,Bangalore,4,2019
1178418,Kolkata Knight Riders,175,Kolkata,10,2019
1178418,Rajasthan Royals,177,Kolkata,5,2019
1178419,Mumbai Indians,155,Chennai,4,2019
1178419,Chennai Super Kings,109,Chennai,7,2019
1178420,Sunrisers Hyderabad,160,Jaipur,9,2019
1178420,Rajasthan Royals,161,Jaipur,5,2019
1178421,Royal Challengers Bangalore,171,Delhi,5,2019
1178421,Delhi Capitals,187,Delhi,5,2019
1178422,Mumbai Indians,198,Kolkata,6,2019
1178422,Kolkata Knight Riders,232,Kolkata,7,2019
1178423,Sunrisers Hyderabad,212,Hyderabad,20,2019
1178423,Kings XI Punjab,167,Hyderabad,7,2019
1178424,Royal Challengers Bangalore,62,Bangalore,3,2019
1178424,Rajasthan Royals,41,Bangalore,2,2019
1178425,Delhi Capitals,99,Chennai,0,2019
1178425,Chennai Super Kings,179,Chennai,7,2019
1178426,Sunrisers Hyderabad,170,Mumbai,3,2019
1178426,Mumbai Indians,171,Mumbai,8,2019
1178427,Kings XI Punjab,183,Chandigarh,3,2019
1178427,Kolkata Knight Riders,185,Chandigarh,7,2019
1178428,Delhi Capitals,121,Delhi,5,2019
1178428,Rajasthan Royals,115,Delhi,9,2019
1178429,Sunrisers Hyderabad,175,Bangalore,4,2019
1178429,Royal Challengers Bangalore,178,Bangalore,9,2019
1178430,Kings XI Punjab,173,Chandigarh,14,2019
1178430,Chennai Super Kings,170,Chandigarh,2,2019
1178431,Kolkata Knight Riders,133,Mumbai,10,2019
1178431,Mumbai Indians,134,Mumbai,3,2019
1181764,Chennai Super Kings,131,Chennai,5,2019
1181764,Mumbai Indians,132,Chennai,8,2019
1181766,Sunrisers Hyderabad,162,Visakhapatnam,10,2019
1181766,Delhi Capitals,165,Visakhapatnam,6,2019
1181767,Delhi Capitals,147,Visakhapatnam,8,2019
1181767,Chennai Super Kings,151,Visakhapatnam,11,2019
1181768,Chennai Super Kings,148,Hyderabad,9,2019
1181768,Mumbai Indians,149,Hyderabad,3,2019
1216492,Chennai Super Kings,166,Abu Dhabi,4,2020/21
1216492,Mumbai Indians,162,Abu Dhabi,5,2020/21
1216493,Kings XI Punjab,159,NA,8,2020/21
1216493,Delhi Capitals,160,NA,10,2020/21
1216494,Royal Challengers Bangalore,85,Abu Dhabi,5,2020/21
1216494,Kolkata Knight Riders,84,Abu Dhabi,3,2020/21
1216495,Sunrisers Hyderabad,151,NA,8,2020/21
1216495,Mumbai Indians,149,NA,1,2020/21
1216496,Chennai Super Kings,200,NA,5,2020/21
1216496,Rajasthan Royals,216,NA,9,2020/21
1216497,Kolkata Knight Riders,194,Abu Dhabi,7,2020/21
1216497,Delhi Capitals,135,Abu Dhabi,6,2020/21
1216498,Sunrisers Hyderabad,114,NA,4,2020/21
1216498,Kings XI Punjab,126,NA,7,2020/21
1216499,Royal Challengers Bangalore,164,Abu Dhabi,3,2020/21
1216499,Mumbai Indians,166,Abu Dhabi,8,2020/21
1216500,Rajasthan Royals,138,NA,10,2020/21
1216500,Delhi Capitals,184,NA,14,2020/21
1216501,Kolkata Knight Riders,167,Abu Dhabi,10,2020/21
1216501,Chennai Super Kings,157,Abu Dhabi,4,2020/21
1216502,Royal Challengers Bangalore,120,NA,11,2020/21
1216502,Sunrisers Hyderabad,121,NA,6,2020/21
1216503,Kings XI Punjab,143,Abu Dhabi,7,2020/21
1216503,Mumbai Indians,191,Abu Dhabi,6,2020/21
1216504,Kolkata Knight Riders,174,NA,11,2020/21
1216504,Rajasthan Royals,137,NA,7,2020/21
1216505,Royal Challengers Bangalore,152,Abu Dhabi,4,2020/21
1216505,Delhi Capitals,154,Abu Dhabi,6,2020/21
1216506,Kings XI Punjab,153,Abu Dhabi,2,2020/21
1216506,Chennai Super Kings,154,Abu Dhabi,14,2020/21
1216507,Sunrisers Hyderabad,158,NA,3,2020/21
1216507,Rajasthan Royals,163,NA,6,2020/21
1216508,Kolkata Knight Riders,146,Abu Dhabi,5,2020/21
1216508,Mumbai Indians,195,Abu Dhabi,14,2020/21
1216509,Delhi Capitals,185,NA,4,2020/21
1216509,Chennai Super Kings,179,NA,4,2020/21
1216510,Royal Challengers Bangalore,109,NA,9,2020/21
1216510,Kings XI Punjab,206,NA,11,2020/21
1216511,Rajasthan Royals,136,Abu Dhabi,2,2020/21
1216511,Mumbai Indians,193,Abu Dhabi,14,2020/21
1216512,Kolkata Knight Riders,166,Abu Dhabi,5,2020/21
1216512,Sunrisers Hyderabad,165,Abu Dhabi,10,2020/21
1216513,Kings XI Punjab,178,NA,4,2020/21
1216513,Chennai Super Kings,181,NA,11,2020/21
1216514,Rajasthan Royals,154,Abu Dhabi,3,2020/21
1216514,Royal Challengers Bangalore,158,Abu Dhabi,3,2020/21
1216515,Kolkata Knight Riders,210,NA,13,2020/21
1216515,Delhi Capitals,228,NA,2,2020/21
1216516,Sunrisers Hyderabad,164,NA,8,2020/21
1216516,Chennai Super Kings,157,NA,11,2020/21
1216517,Kings XI Punjab,196,NA,4,2020/21
1216517,Mumbai Indians,192,NA,9,2020/21
1216518,Rajasthan Royals,154,NA,3,2020/21
1216518,Sunrisers Hyderabad,156,NA,7,2020/21
1216519,Royal Challengers Bangalore,137,NA,11,2020/21
1216519,Delhi Capitals,196,NA,10,2020/21
1216520,Kolkata Knight Riders,149,NA,6,2020/21
1216520,Kings XI Punjab,150,NA,3,2020/21
1216521,Chennai Super Kings,114,NA,12,2020/21
1216521,Mumbai Indians,116,NA,2,2020/21
1216522,Royal Challengers Bangalore,179,NA,13,2020/21
1216522,Rajasthan Royals,177,NA,10,2020/21
1216523,Kolkata Knight Riders,164,Abu Dhabi,9,2020/21
1216523,Kings XI Punjab,162,Abu Dhabi,2,2020/21
1216524,Delhi Capitals,131,NA,9,2020/21
1216524,Sunrisers Hyderabad,219,NA,11,2020/21
1216525,Royal Challengers Bangalore,169,NA,12,2020/21
1216525,Chennai Super Kings,132,NA,5,2020/21
1216526,Kolkata Knight Riders,148,Abu Dhabi,7,2020/21
1216526,Mumbai Indians,149,Abu Dhabi,5,2020/21
1216527,Kings XI Punjab,223,NA,10,2020/21
1216527,Rajasthan Royals,226,NA,8,2020/21
1216528,Sunrisers Hyderabad,147,NA,6,2020/21
1216528,Chennai Super Kings,167,NA,5,2020/21
1216529,Delhi Capitals,162,Abu Dhabi,5,2020/21
1216529,Mumbai Indians,166,Abu Dhabi,4,2020/21
1216530,Kolkata Knight Riders,191,NA,7,2020/21
1216530,Rajasthan Royals,131,NA,5,2020/21
1216531,Royal Challengers Bangalore,171,NA,12,2020/21
1216531,Kings XI Punjab,177,NA,12,2020/21
1216532,Delhi Capitals,147,Abu Dhabi,11,2020/21
1216532,Sunrisers Hyderabad,162,Abu Dhabi,7,2020/21
1216533,Chennai Super Kings,125,Abu Dhabi,5,2020/21
1216533,Rajasthan Royals,126,Abu Dhabi,7,2020/21
1216534,Royal Challengers Bangalore,163,NA,5,2020/21
1216534,Sunrisers Hyderabad,153,NA,15,2020/21
1216535,Delhi Capitals,110,NA,5,2020/21
1216535,Mumbai Indians,111,NA,1,2020/21
1216536,Kolkata Knight Riders,172,NA,2,2020/21
1216536,Chennai Super Kings,178,NA,9,2020/21
1216537,Kings XI Punjab,185,Abu Dhabi,11,2020/21
1216537,Rajasthan Royals,186,Abu Dhabi,5,2020/21
1216538,Sunrisers Hyderabad,174,NA,15,2020/21
1216538,Mumbai Indians,208,NA,4,2020/21
1216539,Chennai Super Kings,131,NA,5,2020/21
1216539,Delhi Capitals,175,NA,8,2020/21
1216540,Kolkata Knight Riders,112,NA,6,2020/21
1216540,Royal Challengers Bangalore,194,NA,9,2020/21
1216541,Mumbai Indians,195,Abu Dhabi,9,2020/21
1216541,Rajasthan Royals,196,Abu Dhabi,11,2020/21
1216542,Sunrisers Hyderabad,201,NA,11,2020/21
1216542,Kings XI Punjab,132,NA,4,2020/21
1216543,Rajasthan Royals,148,NA,5,2020/21
1216543,Delhi Capitals,161,NA,10,2020/21
1216544,Royal Challengers Bangalore,145,NA,9,2020/21
1216544,Chennai Super Kings,150,NA,2,2020/21
1216545,Kolkata Knight Riders,145,Abu Dhabi,7,2020/21
1216545,Sunrisers Hyderabad,142,Abu Dhabi,7,2020/21
1216546,Delhi Capitals,164,NA,4,2020/21
1216546,Kings XI Punjab,167,NA,8,2020/21
1216547,Royal Challengers Bangalore,212,NA,10,2020/21
1216547,Mumbai Indians,208,NA,6,2020/21
1237177,Delhi Capitals,143,NA,6,2020/21
1237177,Mumbai Indians,200,NA,4,2020/21
1237178,Royal Challengers Bangalore,131,Abu Dhabi,4,2020/21
1237178,Sunrisers Hyderabad,132,Abu Dhabi,10,2020/21
1237180,Sunrisers Hyderabad,172,Abu Dhabi,6,2020/21
1237180,Delhi Capitals,189,Abu Dhabi,8,2020/21
1237181,Delhi Capitals,156,NA,4,2020/21
1237181,Mumbai Indians,157,NA,4,2020/21
1254058,Mumbai Indians,159,Chennai,4,2021
1254058,Royal Challengers Bangalore,160,Chennai,12,2021
1254059,Chennai Super Kings,188,Mumbai,10,2021
1254059,Delhi Capitals,190,Mumbai,4,2021
1254060,Kolkata Knight Riders,187,Chennai,7,2021
1254060,Sunrisers Hyderabad,177,Chennai,7,2021
1254061,Rajasthan Royals,217,Mumbai,9,2021
1254061,Punjab Kings,221,Mumbai,6,2021
1254062,Kolkata Knight Riders,142,Chennai,12,2021
1254062,Mumbai Indians,152,Chennai,7,2021
1254063,Sunrisers Hyderabad,143,Chennai,12,2021
1254063,Royal Challengers Bangalore,149,Chennai,10,2021
1254064,Rajasthan Royals,150,Mumbai,3,2021
1254064,Delhi Capitals,147,Mumbai,5,2021
1254065,Chennai Super Kings,107,Mumbai,7,2021
1254065,Punjab Kings,106,Mumbai,4,2021
1254066,Sunrisers Hyderabad,137,Chennai,5,2021
1254066,Mumbai Indians,150,Chennai,11,2021
1254067,Kolkata Knight Riders,166,Chennai,4,2021
1254067,Royal Challengers Bangalore,204,Chennai,8,2021
1254068,Delhi Capitals,198,Mumbai,11,2021
1254068,Punjab Kings,195,Mumbai,8,2021
1254069,Chennai Super Kings,188,Mumbai,14,2021
1254069,Rajasthan Royals,143,Mumbai,13,2021
1254070,Mumbai Indians,137,Chennai,5,2021
1254070,Delhi Capitals,138,Chennai,10,2021
1254071,Punjab Kings,120,Chennai,11,2021
1254071,Sunrisers Hyderabad,121,Chennai,5,2021
1254072,Chennai Super Kings,220,Mumbai,13,2021
1254072,Kolkata Knight Riders,202,Mumbai,14,2021
1254073,Rajasthan Royals,177,Mumbai,13,2021
1254073,Royal Challengers Bangalore,181,Mumbai,8,2021
1254074,Mumbai Indians,131,Chennai,6,2021
1254074,Punjab Kings,132,Chennai,4,2021
1254075,Kolkata Knight Riders,133,Mumbai,9,2021
1254075,Rajasthan Royals,134,Mumbai,14,2021
1254076,Royal Challengers Bangalore,122,Mumbai,8,2021
1254076,Chennai Super Kings,191,Mumbai,6,2021
1254077,Delhi Capitals,167,Chennai,7,2021
1254077,Sunrisers Hyderabad,166,Chennai,10,2021
1254078,Kolkata Knight Riders,126,Ahmedabad,7,2021
1254078,Punjab Kings,123,Ahmedabad,5,2021
1254079,Royal Challengers Bangalore,171,Ahmedabad,2,2021
1254079,Delhi Capitals,170,Ahmedabad,6,2021
1254080,Chennai Super Kings,173,Delhi,3,2021
1254080,Sunrisers Hyderabad,171,Delhi,8,2021
1254081,Rajasthan Royals,171,Delhi,6,2021
1254081,Mumbai Indians,172,Delhi,17,2021
1254082,Kolkata Knight Riders,154,Ahmedabad,7,2021
1254082,Delhi Capitals,156,Ahmedabad,6,2021
1254083,Royal Challengers Bangalore,145,Ahmedabad,11,2021
1254083,Punjab Kings,179,Ahmedabad,5,2021
1254084,Chennai Super Kings,218,Delhi,10,2021
1254084,Mumbai Indians,219,Delhi,8,2021
1254085,Sunrisers Hyderabad,165,Delhi,8,2021
1254085,Rajasthan Royals,220,Delhi,14,2021
1254086,Delhi Capitals,167,Ahmedabad,5,2021
1254086,Punjab Kings,166,Ahmedabad,5,2021
1254087,Royal Challengers Bangalore,92,Abu Dhabi,6,2021
1254087,Kolkata Knight Riders,94,Abu Dhabi,5,2021
1254088,Sunrisers Hyderabad,193,Abu Dhabi,10,2021
1254088,Mumbai Indians,235,Abu Dhabi,11,2021
1254089,Chennai Super Kings,189,Abu Dhabi,5,2021
1254089,Rajasthan Royals,190,Abu Dhabi,7,2021
1254090,Punjab Kings,158,Sharjah,8,2021
1254090,Royal Challengers Bangalore,164,Sharjah,10,2021
1254091,Sunrisers Hyderabad,134,Sharjah,10,2021
1254091,Chennai Super Kings,139,Sharjah,3,2021
1254092,Kolkata Knight Riders,130,Sharjah,5,2021
1254092,Delhi Capitals,127,Sharjah,6,2021
1254093,Rajasthan Royals,90,Sharjah,3,2021
1254093,Mumbai Indians,94,Sharjah,4,2021
1254094,Chennai Super Kings,134,Dubai,9,2021
1254094,Punjab Kings,139,Dubai,5,2021
1254095,Sunrisers Hyderabad,141,Abu Dhabi,4,2021
1254095,Royal Challengers Bangalore,137,Abu Dhabi,3,2021
1254096,Kolkata Knight Riders,159,Abu Dhabi,7,2021
1254096,Mumbai Indians,155,Abu Dhabi,9,2021
1254097,Delhi Capitals,154,Abu Dhabi,9,2021
1254097,Rajasthan Royals,121,Abu Dhabi,6,2021
1254098,Chennai Super Kings,172,Abu Dhabi,5,2021
1254098,Kolkata Knight Riders,171,Abu Dhabi,8,2021
1254099,Punjab Kings,135,Abu Dhabi,6,2021
1254099,Mumbai Indians,137,Abu Dhabi,2,2021
1254100,Sunrisers Hyderabad,167,Dubai,17,2021
1254100,Rajasthan Royals,164,Dubai,7,2021
1254101,Delhi Capitals,164,Dubai,9,2021
1254101,Royal Challengers Bangalore,166,Dubai,7,2021
1254102,Kolkata Knight Riders,165,Dubai,8,2021
1254102,Punjab Kings,168,Dubai,6,2021
1254103,Rajasthan Royals,149,Dubai,4,2021
1254103,Royal Challengers Bangalore,153,Dubai,8,2021
1254104,Chennai Super Kings,156,Dubai,11,2021
1254104,Mumbai Indians,136,Dubai,4,2021
1254105,Sunrisers Hyderabad,134,Dubai,13,2021
1254105,Delhi Capitals,139,Dubai,4,2021
1254106,Kolkata Knight Riders,171,Sharjah,17,2021
1254106,Rajasthan Royals,85,Sharjah,1,2021
1254107,Sunrisers Hyderabad,120,Sharjah,7,2021
1254107,Punjab Kings,125,Sharjah,7,2021
1254108,Royal Challengers Bangalore,165,Dubai,11,2021
1254108,Mumbai Indians,111,Dubai,7,2021
1254109,Sunrisers Hyderabad,115,Dubai,3,2021
1254109,Kolkata Knight Riders,119,Dubai,2,2021
1254110,Chennai Super Kings,136,Dubai,15,2021
1254110,Delhi Capitals,139,Dubai,8,2021
1254111,Rajasthan Royals,185,Dubai,9,2021
1254111,Punjab Kings,183,Dubai,9,2021
1254112,Delhi Capitals,132,Sharjah,6,2021
1254112,Mumbai Indians,129,Sharjah,6,2021
1254113,Chennai Super Kings,157,Sharjah,5,2021
1254113,Royal Challengers Bangalore,156,Sharjah,5,2021
1254114,Chennai Super Kings,173,Dubai,4,2021
1254114,Delhi Capitals,172,Dubai,6,2021
1254115,Kolkata Knight Riders,139,Sharjah,5,2021
1254115,Royal Challengers Bangalore,138,Sharjah,13,2021
1254116,Kolkata Knight Riders,136,Sharjah,10,2021
1254116,Delhi Capitals,135,Sharjah,6,2021
1254117,Chennai Super Kings,192,Dubai,6,2021
1254117,Kolkata Knight Riders,165,Dubai,9,2021
1304047,Kolkata Knight Riders,133,Mumbai,4,2022
1304047,Chennai Super Kings,131,Mumbai,6,2022
1304048,Mumbai Indians,177,Mumbai,3,2022
1304048,Delhi Capitals,179,Mumbai,11,2022
1304049,Royal Challengers Bangalore,205,Mumbai,23,2022
1304049,Punjab Kings,208,Mumbai,22,2022
1304050,Lucknow Super Giants,158,Mumbai,4,2022
1304050,Gujarat Titans,161,Mumbai,9,2022
1304051,Sunrisers Hyderabad,149,Pune,10,2022
1304051,Rajasthan Royals,210,Pune,14,2022
1304052,Kolkata Knight Riders,128,Mumbai,6,2022
1304052,Royal Challengers Bangalore,132,Mumbai,14,2022
1304053,Chennai Super Kings,210,Mumbai,14,2022
1304053,Lucknow Super Giants,211,Mumbai,18,2022
1304054,Punjab Kings,137,Mumbai,11,2022
1304054,Kolkata Knight Riders,141,Mumbai,6,2022
1304055,Rajasthan Royals,193,Mumbai,11,2022
1304055,Mumbai Indians,170,Mumbai,11,2022
1304056,Gujarat Titans,171,Pune,7,2022
1304056,Delhi Capitals,157,Pune,11,2022
1304057,Chennai Super Kings,126,Mumbai,4,2022
1304057,Punjab Kings,180,Mumbai,14,2022
1304058,Sunrisers Hyderabad,157,Mumbai,10,2022
1304058,Lucknow Super Giants,169,Mumbai,4,2022
1304059,Royal Challengers Bangalore,173,Mumbai,10,2022
1304059,Rajasthan Royals,169,Mumbai,8,2022
1304060,Kolkata Knight Riders,162,Pune,3,2022
1304060,Mumbai Indians,161,Pune,3,2022
1304061,Lucknow Super Giants,155,Mumbai,6,2022
1304061,Delhi Capitals,149,Mumbai,6,2022
1304062,Gujarat Titans,190,Mumbai,7,2022
1304062,Punjab Kings,189,Mumbai,4,2022
1304063,Chennai Super Kings,154,Mumbai,5,2022
1304063,Sunrisers Hyderabad,155,Mumbai,4,2022
1304064,Royal Challengers Bangalore,152,Pune,7,2022
1304064,Mumbai Indians,151,Pune,4,2022
1304065,Kolkata Knight Riders,171,Mumbai,6,2022
1304065,Delhi Capitals,215,Mumbai,16,2022
1304066,Rajasthan Royals,165,Mumbai,9,2022
1304066,Lucknow Super Giants,162,Mumbai,5,2022
1304067,Gujarat Titans,162,Mumbai,22,2022
1304067,Sunrisers Hyderabad,168,Mumbai,6,2022
1304068,Chennai Super Kings,216,Mumbai,13,2022
1304068,Royal Challengers Bangalore,193,Mumbai,9,2022
1304069,Mumbai Indians,186,Pune,5,2022
1304069,Punjab Kings,198,Pune,16,2022
1304070,Gujarat Titans,192,Mumbai,4,2022
1304070,Rajasthan Royals,155,Mumbai,3,2022
1304071,Kolkata Knight Riders,175,Mumbai,9,2022
1304071,Sunrisers Hyderabad,176,Mumbai,12,2022
1304072,Mumbai Indians,181,Mumbai,15,2022
1304072,Lucknow Super Giants,199,Mumbai,8,2022
1304073,Delhi Capitals,173,Mumbai,5,2022
1304073,Royal Challengers Bangalore,189,Mumbai,10,2022
1304074,Punjab Kings,151,Mumbai,7,2022
1304074,Sunrisers Hyderabad,152,Mumbai,8,2022
1304075,Chennai Super Kings,169,Pune,5,2022
1304075,Gujarat Titans,170,Pune,7,2022
1304076,Kolkata Knight Riders,210,Mumbai,13,2022
1304076,Rajasthan Royals,217,Mumbai,16,2022
1304077,Lucknow Super Giants,163,Mumbai,15,2022
1304077,Royal Challengers Bangalore,181,Mumbai,9,2022
1304078,Delhi Capitals,119,Mumbai,6,2022
1304078,Punjab Kings,115,Mumbai,2,2022
1304079,Chennai Super Kings,156,Navi Mumbai,8,2022
1304079,Mumbai Indians,155,Navi Mumbai,5,2022
1304080,Delhi Capitals,207,Mumbai,13,2022
1304080,Rajasthan Royals,222,Mumbai,5,2022
1304081,Kolkata Knight Riders,148,Navi Mumbai,7,2022
1304081,Gujarat Titans,156,Navi Mumbai,10,2022
1304082,Royal Challengers Bangalore,68,Mumbai,12,2022
1304082,Sunrisers Hyderabad,72,Mumbai,2,2022
1304083,Mumbai Indians,132,Mumbai,14,2022
1304083,Lucknow Super Giants,168,Mumbai,8,2022
1304084,Chennai Super Kings,176,Mumbai,16,2022
1304084,Punjab Kings,187,Mumbai,14,2022
1304085,Rajasthan Royals,144,Pune,3,2022
1304085,Royal Challengers Bangalore,115,Pune,11,2022
1304086,Gujarat Titans,199,Mumbai,11,2022
1304086,Sunrisers Hyderabad,195,Mumbai,14,2022
1304087,Kolkata Knight Riders,146,Mumbai,9,2022
1304087,Delhi Capitals,150,Mumbai,6,2022
1304088,Lucknow Super Giants,153,Pune,12,2022
1304088,Punjab Kings,133,Pune,15,2022
1304089,Royal Challengers Bangalore,170,Mumbai,7,2022
1304089,Gujarat Titans,174,Mumbai,9,2022
1304090,Rajasthan Royals,158,Navi Mumbai,12,2022
1304090,Mumbai Indians,161,Navi Mumbai,11,2022
1304091,Delhi Capitals,189,Mumbai,3,2022
1304091,Lucknow Super Giants,195,Mumbai,17,2022
1304092,Sunrisers Hyderabad,189,Pune,5,2022
1304092,Chennai Super Kings,202,Pune,9,2022
1304093,Kolkata Knight Riders,158,Mumbai,15,2022
1304093,Rajasthan Royals,152,Mumbai,9,2022
1304094,Gujarat Titans,143,Navi Mumbai,14,2022
1304094,Punjab Kings,145,Navi Mumbai,12,2022
1304095,Chennai Super Kings,160,Pune,4,2022
1304095,Royal Challengers Bangalore,173,Pune,12,2022
1304096,Sunrisers Hyderabad,186,Mumbai,11,2022
1304096,Delhi Capitals,207,Mumbai,12,2022
1304097,Mumbai Indians,177,Mumbai,7,2022
1304097,Gujarat Titans,172,Mumbai,4,2022
1304098,Rajasthan Royals,190,Mumbai,7,2022
1304098,Punjab Kings,189,Mumbai,14,2022
1304099,Kolkata Knight Riders,101,Pune,3,2022
1304099,Lucknow Super Giants,176,Pune,4,2022
1304100,Sunrisers Hyderabad,125,Mumbai,7,2022
1304100,Royal Challengers Bangalore,192,Mumbai,8,2022
1304101,Chennai Super Kings,208,Navi Mumbai,12,2022
1304101,Delhi Capitals,117,Navi Mumbai,4,2022
1304102,Kolkata Knight Riders,165,Navi Mumbai,11,2022
1304102,Mumbai Indians,113,Navi Mumbai,10,2022
1304103,Gujarat Titans,144,Pune,7,2022
1304103,Lucknow Super Giants,82,Pune,3,2022
1304104,Rajasthan Royals,160,Navi Mumbai,6,2022
1304104,Delhi Capitals,161,Navi Mumbai,7,2022
1304105,Chennai Super Kings,97,Mumbai,15,2022
1304105,Mumbai Indians,103,Mumbai,10,2022
1304106,Royal Challengers Bangalore,155,Mumbai,10,2022
1304106,Punjab Kings,209,Mumbai,7,2022
1304107,Kolkata Knight Riders,177,Pune,12,2022
1304107,Sunrisers Hyderabad,123,Pune,3,2022
1304108,Chennai Super Kings,133,Mumbai,7,2022
1304108,Gujarat Titans,137,Mumbai,10,2022
1304109,Rajasthan Royals,178,Mumbai,4,2022
1304109,Lucknow Super Giants,154,Mumbai,15,2022
1304110,Delhi Capitals,159,Navi Mumbai,9,2022
1304110,Punjab Kings,142,Navi Mumbai,6,2022
1304111,Mumbai Indians,190,Mumbai,14,2022
1304111,Sunrisers Hyderabad,193,Mumbai,9,2022
1304112,Kolkata Knight Riders,208,Navi Mumbai,10,2022
1304112,Lucknow Super Giants,210,Navi Mumbai,2,2022
1304113,Gujarat Titans,168,Mumbai,3,2022
1304113,Royal Challengers Bangalore,170,Mumbai,11,2022
1304114,Chennai Super Kings,150,Mumbai,5,2022
1304114,Rajasthan Royals,151,Mumbai,16,2022
1304115,Mumbai Indians,160,Mumbai,5,2022
1304115,Delhi Capitals,159,Mumbai,14,2022
1304116,Sunrisers Hyderabad,157,Mumbai,12,2022
1304116,Punjab Kings,160,Mumbai,6,2022
1312197,Gujarat Titans,191,Kolkata,13,2022
1312197,Rajasthan Royals,188,Kolkata,11,2022
1312198,Lucknow Super Giants,193,Kolkata,22,2022
1312198,Royal Challengers Bangalore,207,Kolkata,10,2022
1312199,Royal Challengers Bangalore,157,Ahmedabad,15,2022
1312199,Rajasthan Royals,161,Ahmedabad,0,2022
1312200,Gujarat Titans,133,Ahmedabad,9,2022
1312200,Rajasthan Royals,130,Ahmedabad,2,2022